#Testlevel

shadow:
EMERGENCY_LIGHT
#none

TIMEDATA:
level/time_stopped

spawnpoints:
#ID						;PosX;PosY	;Direction
default		;26		;19			;west


tiledefinition:
#freight capsule
FCdocT				;dock													;img/walls/freightcapsule/dock_top								  																											;true					;2												;0			;0												;0				;0				;0										;0											;000									 	;000									 	;000									;000										;none 						;none							;none									;unused0 ;unused1 ;unused2 ;unused3 ;unused4
FCdocB				;dock													;img/walls/freightcapsule/dock_btm								  																											;true					;2												;0			;0												;0				;0				;0										;0											;000									 	;098									 	;064									;130										;none 						;none							;none									;unused0 ;unused1 ;unused2 ;unused3 ;unused4
FCendL				;FCend												;img/walls/freightcapsule/end_left								  																											;true					;2												;0			;0												;0				;0				;0										;0											;000									 	;000									 	;000									;000										;none 						;none							;none									;unused0 ;unused1 ;unused2 ;unused3 ;unused4
FChs_0				;hull													;img/walls/freightcapsule/hull_0										  																											;true					;1												;0			;0												;0				;0				;0										;0											;000									 	;034									 	;064									;094										;none 						;none							;none									;unused0 ;unused1 ;unused2 ;unused3 ;unused4
FCwn_0				;wall													;img/walls/freightcapsule/wall_0										  																											;true					;1												;0			;0												;0				;0				;0										;0											;000									 	;000									 	;000									;000										;none 						;none							;none									;unused0 ;unused1 ;unused2 ;unused3 ;unused4
FCf__0				;floor												;img/walls/freightcapsule/floor_0									  																											;false				;0												;0			;0												;0				;0				;0										;0											;000									 	;000									 	;000									;000										;none 						;none							;none									;unused0 ;unused1 ;unused2 ;unused3 ;unused4
black_    ;black												;img/void_64_64														                                          ;false				;0										  ;0		 ;0												;0			 ;0		  ;0										;0											;0													;0														;0										 ;0												;none 						         ;none							          ;none									                                      ;unused0;unused1;unused2;unused3;unused4

#code   		;name        					;spritename                     																																       ;blocker		;heightLayer		;fps ;totalFrames 	;cols ;rows ;frameWidth ;frameHeight ;hitboxOffsetX ;hitboxOffsetY ;hitBoxWidth ;hitBoxHeight ;lightning											;dialogueId 										;dialogueFile 																																						;unused0 ;unused1 ;unused2 ;unused3 ;unused4
staseC				;stase												;actorData/machine/stasis_capsule/capsule																							       ;true				 ;1							     ;0		 ;0												;0				 ;0				 ;0										;0											;000									 	;000									 	;000									;000										;bluelight_256 						;none																	;none																																															 ;unused0;unused1;unused2;unused3;unused4
batt__				;battery										;actorData/machine/stasis_capsule/battery/battery_192_64_anim3		       ;true				 ;1							     ;2		 ;3												;3				 ;1				 ;064								;128									;000									 	;000									 	;000									;000										;none 															;none																	;none																																															 ;unused0;unused1;unused2;unused3;unused4
pipe_l				;pipe													;actorData/machine/stasis_capsule/battery/corner_left											       ;false			 ;0							     ;0		 ;0												;0				 ;0				 ;0										;0											;000									 	;000									 	;000									;000										;none 															;none																	;none																																															 ;unused0;unused1;unused2;unused3;unused4
pipe_r				;pipe													;actorData/machine/stasis_capsule/battery/corner_right										       ;false			 ;0							     ;0		 ;0												;0				 ;0				 ;0										;0											;000									 	;000									 	;000									;000										;none 															;none																	;none																																															 ;unused0;unused1;unused2;unused3;unused4
cross_				;pipe													;actorData/machine/stasis_capsule/battery/crossing														       ;false			 ;0							     ;0		 ;0												;0				 ;0				 ;0										;0											;000									 	;000									 	;000									;000										;none 															;none																	;none																																															 ;unused0;unused1;unused2;unused3;unused4


actors:
#code 					;actorFileN																																								;IngameName															;sprite-status						;sensor-status										;direction
player					;actorData/player																																		;Revolutionary												;spacesuit										;default																;west
eyesBx					;actorData/storages/eyes_box/eyes_box														;strange Box														;INIT_COUGH									;INIT_COUGH													;south
largeB					;actorData/storages/greenBoxLarge/largeBox									;green Box																;default												;default																;none
largeC					;actorData/storages/greenBoxLarge/largeBox									;green Box																;cut																;default																;none
bxCart					;actorData/storages/greenBoxLarge/largeBox									;green Box																;crates													;default																;none
flatBx					;actorData/storages/box_flat/box_flat														;green flat Box											;default												;default																;none
FCtr_0					;actorData/floor/trigger																											;Trigger																		;12x5_yellow								;readyToFire_12x5							;undefined
FCr__0					;img/walls/freightcapsule/roof											;roofFC																			;visible												;waitForMonitor									;none
capsuD					;actorData/doors/vertical/autoBulkheadVertical_persistent					;Capsule Bulkhead									;capsuleExit								;textbox																;undefined
meHole					;actorData/quest/main/meteorhole/meteor_hole							;Meteor Hole														;default												;default																;undefined

ACTORGROUPS:
#roof
trigger_FC_0											                                      ;transitionOnChange													                   ;FC_roof_0									                                                             ;FCtr_0
FC_roof_0														                                      ;none																											                   ;none														                                                             ;FCr__0

#sets 64 bits tiles as raster                                ;you can add multiple layers                       ;later defined layers are higher prioritized in case of same defined heightLayer
#passivlayer will not be checked for interaction or collision
passivlayer:
#			                                                         ;000001	                                           ;000002	                                                                        ;000003	            ;000004	                ;000005	  ;000006	      ;000007	;000008	;000009	    ;000010	     ;000011	       ;000012	        ;000013	     ;000014	      ;000015	             ;000016	              ;000017	                                            ;000018	;000019	;000020	;000021	;000022	;000023;000024	;000025	;000026	;000027	;000028	;000029	;000030	;000031	;000032;000033;000034;000035;000036;000037;000038;000039;000040;000041	;000042	;000043;000044;000045	;000046	;000047	;000048;000049;000049;000050;000051;000052;000053;000054;000055;000056;000057;000058;000059;000060
001                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
012                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
013                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
014                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
015                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
016                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
017                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
018                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
019                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
020                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
021                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
022                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
023                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
024                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
025                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
026                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
027                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
028                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
029                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
030                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
031                                                          ;black_                                            ;black_                                                                         ;black_             ;black_                 ;black_   ;black_       ;black_ ;black_ ;black_     ;black_      ;black_        ;black_         ;black_      ;black_       ;black_              ;black_               ;black_                                             ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_ ;black_ ;black_;black_;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
